05533948	_hypernym	06037666
05533948	_hypernym	01602318
05533948	_hypernym	02152212
05533948	_hypernym	10515194
05533948	_hypernym	02589576
05533948	_hypernym	01130169
05533948	_hypernym	01049685
05533948	_hypernym	01654628
05533948	_hypernym	00923995
05533948	_hypernym	10383816
05533948	_hypernym	09614315
05533948	_hypernym	01552519
05533948	_hypernym	01309701
05533948	_hypernym	15265518
05533948	_hypernym	00345761
05533948	_hypernym	00036762
05533948	_hypernym	00035189
05533948	_hypernym	01476483
05533948	_hypernym	01074498
05533948	_hypernym	01993352
05533948	_hypernym	00770543
05533948	_hypernym	02060141
05533948	_hypernym	07445896
05533948	_hypernym	00697589
05533948	_hypernym	00162632
05533948	_hypernym	05512139
05533948	_hypernym	05515670
05533948	_hypernym	09206985
05533948	_hypernym	01921964
05533948	_hypernym	03619396
05533948	_hypernym	02339413
05533948	_hypernym	07208000
05533948	_hypernym	01506157
05533948	_hypernym	00710005
05533948	_hypernym	05250659
05533948	_hypernym	05248181
05533948	_hypernym	06252954
05533948	_hypernym	00928630
05533948	_hypernym	00631737
05533948	_hypernym	06782680
05533948	_hypernym	02743261
05533948	_hypernym	02472293
05533948	_hypernym	00103834
05533948	_hypernym	00045250
05533948	_hypernym	00031921
05533948	_hypernym	02724417
05533948	_hypernym	13812607
05533948	_hypernym	07969695
05533948	_hypernym	01637982
05533948	_hypernym	01633343
05533948	_hypernym	01410223
05533948	_hypernym	00125629
05533948	_hypernym	01136519
05533948	_hypernym	02432530
05533948	_hypernym	10461424
05533948	_hypernym	00007347
05533948	_hypernym	08061042
05533948	_hypernym	01094725
05533948	_hypernym	03894379
05533948	_hypernym	02467662
05533948	_hypernym	10709529
05533948	_hypernym	00007846
05533948	_hypernym	00070641
05533948	_hypernym	00030358
05533948	_hypernym	00685638
05533948	_hypernym	02495922
05533948	_hypernym	05148699
05533948	_hypernym	05563770
05533948	_hypernym	10412055
05533948	_hypernym	01904930
05533948	_hypernym	01505254
05533948	_hypernym	04019696
05533948	_hypernym	10355449
05533948	_hypernym	10363913
05533948	_hypernym	05602835
05533948	_hypernym	05601758
05533948	_hypernym	05564590
05533948	_hypernym	05373790
05533948	_hypernym	01835496
05533948	_hypernym	00969873
05533948	_hypernym	00695523
05533948	_hypernym	02451951
05533948	_hypernym	09775663
05533948	_hypernym	00872886
05533948	_hypernym	01021420
05533948	_hypernym	00805376
05533948	_hypernym	10213652
05533948	_hypernym	09631129
05533948	_hypernym	01864634
05533948	_hypernym	00337210
05533948	_hypernym	01430111
05533948	_hypernym	01943406
05533948	_hypernym	00318735
05533948	_hypernym	01449974
05533948	_hypernym	01632411
05533948	_hypernym	01631534
05533948	_hypernym	00442267
05533948	_hypernym	14686913
05533948	_hypernym	11498040
05533948	_hypernym	01609287
05533948	_hypernym	02448185
05533948	_hypernym	08164585
05533948	_hypernym	00191980
05533948	_hypernym	01457954
05533948	_hypernym	10745894
05533948	_hypernym	00681429
05533948	_hypernym	01506583
05533948	_hypernym	08008335
05533948	_hypernym	04362025
05533948	_hypernym	00021939
05533948	_hypernym	01762528
05533948	_hypernym	07528470
05533948	_hypernym	01091427
05533948	_hypernym	03335030
05533948	_hypernym	01128193
05533948	_hypernym	01887076
05533948	_hypernym	01311103
05533948	_hypernym	03996416
05533948	_hypernym	01898129
05533948	_hypernym	02569130
05533948	_hypernym	00851239
05533948	_hypernym	00794079
05533948	_hypernym	02230772
05533948	_hypernym	02230247
05533948	_hypernym	13558696
05533948	_hypernym	00654625
05533948	_hypernym	00941974
05533948	_hypernym	05468849
05533948	_hypernym	05469032
05533948	_hypernym	01126360
05533948	_hypernym	10214062
05533948	_hypernym	00893435
05533948	_hypernym	06741305
05533948	_hypernym	01978576
05533948	_hypernym	01970826
05533948	_hypernym	05792842
05533948	_hypernym	00167934
05533948	_hypernym	00261405
05533948	_hypernym	01405044
05533948	_hypernym	00004227
05533948	_hypernym	00001740
